player_id,player_name,born,url,country_name,market_value
,Cezary Miszta,2001,https://www.transfermarkt.pl/cezary-miszta/profil/spieler/487167,Poland,400000
,Kryspin Szczesniak,2001,https://www.transfermarkt.pl/kryspin-szczesniak/profil/spieler/549312,Poland,400000
,Kacper Smolinski,2001,https://www.transfermarkt.pl/kacper-smolinski/profil/spieler/597231,Poland,400000
,Marcel Zapytowski,2001,https://www.transfermarkt.pl/marcel-zapytowski/profil/spieler/598274,Poland,400000
,Piotr Samiec-Talar,2001,https://www.transfermarkt.pl/piotr-samiec-talar/profil/spieler/598448,Poland,400000
,Norbert Wojtuszek,2001,https://www.transfermarkt.pl/norbert-wojtuszek/profil/spieler/607435,Poland,400000
,Aleksander Pawlak,2001,https://www.transfermarkt.pl/aleksander-pawlak/profil/spieler/725654,Poland,400000
,Olaf Kobacki,2001,https://www.transfermarkt.pl/olaf-kobacki/profil/spieler/407734,Poland,350000
,Dawid Olejarka,2001,https://www.transfermarkt.pl/dawid-olejarka/profil/spieler/608656,Poland,350000
,Lukasz Zjawinski,2001,https://www.transfermarkt.pl/lukasz-zjawinski/profil/spieler/401608,Poland,300000
,Bartosz Bida,2001,https://www.transfermarkt.pl/bartosz-bida/profil/spieler/475802,Poland,300000
,Dawid Szot,2001,https://www.transfermarkt.pl/dawid-szot/profil/spieler/545673,Poland,300000
,Dawid Arndt,2001,https://www.transfermarkt.pl/dawid-arndt/profil/spieler/572949,Poland,300000
,Bartlomiej Ciepiela,2001,https://www.transfermarkt.pl/bartlomiej-ciepiela/profil/spieler/576569,Poland,300000
,Marcin Szpakowski,2001,https://www.transfermarkt.pl/marcin-szpakowski/profil/spieler/605748,Poland,300000
,Mieszko Lorenc,2001,https://www.transfermarkt.pl/mieszko-lorenc/profil/spieler/401594,Poland,250000
,Jakub Sypek,2001,https://www.transfermarkt.pl/jakub-sypek/profil/spieler/504601,Poland,250000
,Maciej Sliwa,2001,https://www.transfermarkt.pl/maciej-sliwa/profil/spieler/528369,Poland,250000
,Oskar Sewerzynski,2001,https://www.transfermarkt.pl/oskar-sewerzynski/profil/spieler/605816,Poland,250000
,Wojciech Kaminski,2001,https://www.transfermarkt.pl/wojciech-kaminski/profil/spieler/683545,Poland,250000
,Patryk Szwedzik,2001,https://www.transfermarkt.pl/patryk-szwedzik/profil/spieler/693310,Poland,250000
,Bartłomiej Eizenchart,2001,https://www.transfermarkt.pl/bart%C5%82omiej-eizenchart/profil/spieler/501635,Poland,200000
,Rafal Adamski,2001,https://www.transfermarkt.pl/rafal-adamski/profil/spieler/549982,Poland,200000
,Jakub Nowakowski,2001,https://www.transfermarkt.pl/jakub-nowakowski/profil/spieler/622369,Poland,200000
,Dominik Pila,2001,https://www.transfermarkt.pl/dominik-pila/profil/spieler/687671,Poland,200000
,Mateusz Mlynski,2001,https://www.transfermarkt.pl/mateusz-mlynski/profil/spieler/512294,Poland,150000
,Marcel Mansfeld,2001,https://www.transfermarkt.pl/marcel-mansfeld/profil/spieler/518470,Poland,150000
,Kacper Skibicki,2001,https://www.transfermarkt.pl/kacper-skibicki/profil/spieler/607860,Poland,150000
,Dominik Frelek,2001,https://www.transfermarkt.pl/dominik-frelek/profil/spieler/608932,Poland,150000
,Louis Poznanski,2001,https://www.transfermarkt.pl/louis-poznanski/profil/spieler/393922,Poland,100000
,Dorian Ciezkowski,2001,https://www.transfermarkt.pl/dorian-ciezkowski/profil/spieler/466367,Poland,100000
,Javier Hyjek,2001,https://www.transfermarkt.pl/javier-hyjek/profil/spieler/536846,Poland,100000
,Kacper Radkowski,2001,https://www.transfermarkt.pl/kacper-radkowski/profil/spieler/621567,Poland,100000
,Pawel Zuk,2001,https://www.transfermarkt.pl/pawel-zuk/profil/spieler/407733,Poland,75000
,Krystian Wachowiak,2001,https://www.transfermarkt.pl/krystian-wachowiak/profil/spieler/583560,Poland,75000
,Kamil Broda,2001,https://www.transfermarkt.pl/kamil-broda/profil/spieler/531010,Poland,50000
,Kacper Cichon,2001,https://www.transfermarkt.pl/kacper-cichon/profil/spieler/573868,Poland,50000
,Michal Stachera,2001,https://www.transfermarkt.pl/michal-stachera/profil/spieler/579447,Poland,50000
,Konrad Gruszkowski,2001,https://www.transfermarkt.pl/konrad-gruszkowski/profil/spieler/579448,Poland,50000
,Mikolaj Labojko,2001,https://www.transfermarkt.pl/mikolaj-labojko/profil/spieler/603304,Poland,50000
,Piotr Kusinski,2001,https://www.transfermarkt.pl/piotr-kusinski/profil/spieler/613759,Poland,50000
,Bruno Waclawek,2001,https://www.transfermarkt.pl/bruno-waclawek/profil/spieler/614945,Poland,50000
,Bartosz Zbiciak,2001,https://www.transfermarkt.pl/bartosz-zbiciak/profil/spieler/619291,Poland,50000
,Mateusz Cegielka,2001,https://www.transfermarkt.pl/mateusz-cegielka/profil/spieler/640747,Poland,50000
,Filip Chalupniczak,2001,https://www.transfermarkt.pl/filip-chalupniczak/profil/spieler/918861,Poland,50000
,Damian Sedzikowski,2001,https://www.transfermarkt.pl/damian-sedzikowski/profil/spieler/401597,Poland,25000
,Michal Molenda,2001,https://www.transfermarkt.pl/michal-molenda/profil/spieler/539583,Poland,25000
,Jakub Wilczynski,2001,https://www.transfermarkt.pl/jakub-wilczynski/profil/spieler/549803,Poland,25000
,Piotr Jozwiak,2001,https://www.transfermarkt.pl/piotr-jozwiak/profil/spieler/575634,Poland,25000
,Maciej Twarowski,2001,https://www.transfermarkt.pl/maciej-twarowski/profil/spieler/577588,Poland,25000
,Marcel Sluga,2001,https://www.transfermarkt.pl/marcel-sluga/profil/spieler/585634,Poland,25000
,Jakub Rudek,2001,https://www.transfermarkt.pl/jakub-rudek/profil/spieler/596455,Poland,25000
,Kacper Lepczynski,2001,https://www.transfermarkt.pl/kacper-lepczynski/profil/spieler/605804,Poland,25000
,Mikolaj Wasilewski,2001,https://www.transfermarkt.pl/mikolaj-wasilewski/profil/spieler/608923,Poland,25000
,Patryk Czerech,2001,https://www.transfermarkt.pl/patryk-czerech/profil/spieler/628059,Poland,25000
,Nikolas Korzeniecki,2001,https://www.transfermarkt.pl/nikolas-korzeniecki/profil/spieler/658155,Poland,25000
,Krystian Tabara,2001,https://www.transfermarkt.pl/krystian-tabara/profil/spieler/687611,Poland,25000
,Kacper Dana,2001,https://www.transfermarkt.pl/kacper-dana/profil/spieler/813830,Poland,25000
,Dawid Krzyzanski,2001,https://www.transfermarkt.pl/dawid-krzyzanski/profil/spieler/884505,Poland,25000
,Michal Oczkowski,2001,https://www.transfermarkt.pl/michal-oczkowski/profil/spieler/902904,Poland,25000
,Jakub Kaczmarek,2001,https://www.transfermarkt.pl/jakub-kaczmarek/profil/spieler/912506,Poland,25000
,Ernest Slupski,2001,https://www.transfermarkt.pl/ernest-slupski/profil/spieler/913665,Poland,25000
,Bartlomiej Jelonek,2001,https://www.transfermarkt.pl/bartlomiej-jelonek/profil/spieler/1033044,Poland,25000
,Nicola Zalewski,2002,https://www.transfermarkt.pl/nicola-zalewski/profil/spieler/550108,Poland,20000000
,Jakub Kaminski,2002,https://www.transfermarkt.pl/jakub-kaminski/profil/spieler/407098,Poland,12000000
